"","OOB","chicago-house","dancehall","detroit-techno","hip-hop","kids","latin","latino","minimal-techno","reggae","reggaeton"
"1",0.695754716981132,0.580985915492958,0.646048109965636,0.578073089700997,0.663430420711974,0.652631578947368,0.764309764309764,0.867595818815331,0.492163009404389,0.823321554770318,0.900641025641026
"2",0.704989604989605,0.583700440528634,0.668103448275862,0.613861386138614,0.668,0.629237288135593,0.775967413441955,0.866952789699571,0.492783505154639,0.843551797040169,0.904
"3",0.693815987933635,0.547993019197208,0.627318718381113,0.62847790507365,0.664516129032258,0.605536332179931,0.752845528455285,0.855442176870748,0.495769881556684,0.849407783417936,0.901153212520593
"4",0.690798275605768,0.56989247311828,0.593703148425787,0.601190476190476,0.647308781869688,0.619909502262443,0.761973875181422,0.849085365853659,0.499263622974963,0.864179104477612,0.902077151335312
"5",0.685749930690324,0.547383309759547,0.59020979020979,0.600274725274725,0.646900269541779,0.595774647887324,0.768809849521204,0.865168539325843,0.470180305131761,0.862210095497954,0.907692307692308
"6",0.682943054816392,0.536290322580645,0.575067024128686,0.605577689243028,0.645751633986928,0.593197278911565,0.755844155844156,0.864541832669323,0.478436657681941,0.845751633986928,0.920592193808883
"7",0.677721420210691,0.548216644649934,0.56413612565445,0.59037711313394,0.644955300127714,0.556149732620321,0.751262626262626,0.876140808344198,0.460732984293194,0.85823754789272,0.917322834645669
"8",0.677733623894373,0.537254901960784,0.55741935483871,0.565941101152369,0.652392947103275,0.566186107470511,0.749379652605459,0.897172236503856,0.44,0.871374527112232,0.931258106355383
"9",0.674153026265702,0.511627906976744,0.550576184379001,0.575949367088608,0.648883374689826,0.5627425614489,0.75,0.88212927756654,0.449553001277139,0.867001254705144,0.935567010309278
"10",0.665993690851735,0.514800514800515,0.544642857142857,0.563522012578616,0.631970260223048,0.528957528957529,0.750920245398773,0.885534591194969,0.430025445292621,0.866004962779156,0.932311621966794
"11",0.667337188835806,0.526315789473684,0.532911392405063,0.566958698372966,0.635802469135803,0.523136246786632,0.753676470588235,0.887359198998748,0.435994930291508,0.868974042027194,0.931210191082803
"12",0.663907700025081,0.51025641025641,0.538558786346397,0.55875,0.621454993834772,0.52112676056338,0.746031746031746,0.880299251870324,0.437420986093552,0.8769987699877,0.936386768447837
"13",0.658652642123717,0.508974358974359,0.513888888888889,0.55860349127182,0.604679802955665,0.514687100893997,0.744810744810745,0.87546699875467,0.434343434343434,0.885749385749386,0.932826362484157
"14",0.655612564134652,0.498079385403329,0.508838383838384,0.569115815691158,0.592364532019704,0.521072796934866,0.74390243902439,0.868159203980099,0.434343434343434,0.869938650306748,0.937896070975919
"15",0.653114836127095,0.487836107554417,0.522068095838588,0.552926525529265,0.608374384236453,0.498084291187739,0.738124238733252,0.884472049689441,0.420454545454545,0.87239263803681,0.932826362484157
"16",0.649906191369606,0.492957746478873,0.486759142496847,0.539227895392279,0.61576354679803,0.508928571428571,0.738124238733252,0.875776397515528,0.42550505050505,0.867484662576687,0.935361216730038
"17",0.647992997374015,0.482714468629962,0.505674653215637,0.541044776119403,0.605911330049261,0.5,0.735688185140073,0.880745341614907,0.417402269861286,0.868711656441718,0.929024081115336
"18",0.646036509127282,0.47887323943662,0.503152585119798,0.53416149068323,0.598522167487685,0.497448979591837,0.730816077953715,0.888198757763975,0.416141235813367,0.869938650306748,0.930291508238276
"19",0.64291072768192,0.47247119078105,0.498108448928121,0.527950310559006,0.5935960591133,0.493622448979592,0.729598051157126,0.884472049689441,0.406052963430013,0.87361963190184,0.936628643852979
"20",0.642410602650663,0.475032010243278,0.489281210592686,0.535403726708075,0.598522167487685,0.487244897959184,0.721071863580999,0.895652173913044,0.407313997477932,0.867484662576687,0.934093789607098
"21",0.640875,0.480153649167734,0.490542244640605,0.535403726708075,0.595325953259533,0.470663265306122,0.723507917174178,0.883229813664596,0.406052963430013,0.87239263803681,0.937974683544304
"22",0.63825,0.45966709346991,0.486759142496847,0.524223602484472,0.587945879458795,0.473214285714286,0.719853836784409,0.888198757763975,0.417402269861286,0.868711656441718,0.943037974683544
"23",0.637125,0.458386683738796,0.48297604035309,0.518012422360248,0.600246002460025,0.470663265306122,0.728380024360536,0.893167701863354,0.390920554854981,0.877300613496933,0.936708860759494
"24",0.6335,0.446862996158771,0.480453972257251,0.515527950310559,0.589175891758918,0.461734693877551,0.721071863580999,0.898136645962733,0.395964691046658,0.880981595092025,0.930379746835443
"25",0.631,0.443021766965429,0.467843631778058,0.514285714285714,0.587945879458795,0.466836734693878,0.724725943970767,0.893167701863354,0.385876418663304,0.874846625766871,0.936708860759494
"26",0.63225,0.443021766965429,0.465321563682219,0.509316770186335,0.59409594095941,0.469387755102041,0.727161997563946,0.896894409937888,0.384615384615385,0.874846625766871,0.943037974683544
