"","OOB","chicago-house","dancehall","detroit-techno","hip-hop","kids","latin","latino","minimal-techno","reggae","reggaeton"
"1",0.706593027269589,0.597864768683274,0.608843537414966,0.614840989399293,0.728125,0.604026845637584,0.765342960288809,0.878289473684211,0.512367491166078,0.823308270676692,0.927835051546392
"2",0.701783840503673,0.566371681415929,0.617886178861789,0.617336152219873,0.692607003891051,0.586134453781513,0.761904761904762,0.88659793814433,0.54,0.837953091684435,0.898089171974522
"3",0.696401673640167,0.567567567567568,0.601990049751244,0.602965403624382,0.673107890499195,0.606060606060606,0.763636363636364,0.877049180327869,0.518388791593695,0.851099830795262,0.898450946643718
"4",0.694615269236538,0.56437125748503,0.601470588235294,0.597325408618128,0.653508771929825,0.597875569044006,0.763636363636364,0.874260355029586,0.526315789473684,0.852631578947368,0.914634146341463
"5",0.688492616327668,0.564539007092199,0.57004160887656,0.576551724137931,0.635245901639344,0.59774964838256,0.766896551724138,0.895172413793103,0.490753911806543,0.858529819694868,0.923943661971831
"6",0.685695187165775,0.556771545827633,0.572178477690289,0.560526315789474,0.644562334217507,0.591780821917808,0.779840848806366,0.875825627476882,0.502024291497976,0.845126835781041,0.924528301886792
"7",0.682479854432025,0.564343163538874,0.558139534883721,0.567049808429119,0.64,0.561007957559682,0.755469755469755,0.88560411311054,0.5,0.86340206185567,0.920676202860858
"8",0.676146553932872,0.542105263157895,0.537869062901155,0.563843236409608,0.63716814159292,0.56844850065189,0.768939393939394,0.886075949367089,0.459844559585492,0.867088607594937,0.919896640826873
"9",0.667766497461929,0.51953125,0.523627075351213,0.556532663316583,0.62125,0.55741935483871,0.760896637608966,0.887218045112782,0.456996148908858,0.862155388471178,0.92051282051282
"10",0.665151515151515,0.540856031128405,0.510800508259212,0.553058676654182,0.62640099626401,0.532133676092545,0.751237623762376,0.898876404494382,0.435668789808917,0.869402985074627,0.921994884910486
"11",0.662009063444109,0.509677419354839,0.504447268106734,0.534246575342466,0.636476426799007,0.537869062901155,0.751231527093596,0.906483790523691,0.439086294416244,0.873762376237624,0.914540816326531
"12",0.659256468224064,0.510911424903723,0.481668773704172,0.539800995024876,0.617100371747212,0.545454545454545,0.76044226044226,0.889165628891656,0.433460076045627,0.880098887515451,0.923566878980892
"13",0.659019681584556,0.505776636713736,0.491161616161616,0.528606965174129,0.624691358024691,0.529411764705882,0.762254901960784,0.900497512437811,0.416455696202532,0.887931034482759,0.930203045685279
"14",0.652642123716504,0.496153846153846,0.4640605296343,0.528606965174129,0.625615763546798,0.512787723785166,0.755201958384333,0.894409937888199,0.414664981036662,0.886838868388684,0.934093789607098
"15",0.651564455569462,0.486555697823303,0.471626733921816,0.531094527363184,0.613300492610837,0.515964240102171,0.761321909424725,0.899378881987578,0.40530303030303,0.880835380835381,0.936628643852979
"16",0.651031894934334,0.480153649167734,0.474148802017654,0.529192546583851,0.616236162361624,0.508301404853129,0.768009768009768,0.895652173913044,0.404040404040404,0.876073619631902,0.944233206590621
"17",0.652288072018005,0.480153649167734,0.475409836065574,0.544099378881988,0.616236162361624,0.521683673469388,0.747560975609756,0.898136645962733,0.40530303030303,0.877300613496933,0.943037974683544
"18",0.646330791348919,0.47247119078105,0.469104665825977,0.526708074534161,0.616236162361624,0.49234693877551,0.752439024390244,0.895652173913044,0.398486759142497,0.882208588957055,0.943037974683544
"19",0.644705588198525,0.48527528809219,0.4640605296343,0.530434782608696,0.607626076260763,0.494897959183673,0.760975609756098,0.894409937888199,0.37578814627995,0.882208588957055,0.936708860759494
"20",0.64025,0.477592829705506,0.445145018915511,0.535403726708075,0.602706027060271,0.489795918367347,0.738124238733252,0.894409937888199,0.383354350567465,0.882208588957055,0.939240506329114
"21",0.641625,0.473751600512164,0.437578814627995,0.547826086956522,0.605166051660517,0.479591836734694,0.745432399512789,0.899378881987578,0.387137452711223,0.880981595092025,0.944303797468354
"22",0.639875,0.462227912932138,0.447667087011349,0.546583850931677,0.599015990159902,0.480867346938776,0.739342265529842,0.900621118012422,0.37578814627995,0.884662576687117,0.946835443037975
"23",0.63775,0.464788732394366,0.447667087011349,0.53167701863354,0.601476014760148,0.471938775510204,0.736906211936663,0.908074534161491,0.366960907944515,0.887116564417178,0.945569620253165
"24",0.639375,0.480153649167734,0.445145018915511,0.535403726708075,0.603936039360394,0.461734693877551,0.736906211936663,0.914285714285714,0.373266078184111,0.877300613496933,0.950632911392405
"25",0.640125,0.47247119078105,0.461538461538462,0.546583850931677,0.591635916359164,0.466836734693878,0.738124238733252,0.91304347826087,0.369482976040353,0.880981595092025,0.945569620253165
"26",0.638125,0.458386683738796,0.469104665825977,0.544099378881988,0.591635916359164,0.456632653061224,0.751522533495737,0.909316770186335,0.35687263556116,0.879754601226994,0.948101265822785
"27",0.6385,0.469910371318822,0.459016393442623,0.532919254658385,0.591635916359164,0.464285714285714,0.739342265529842,0.91304347826087,0.358133669609079,0.89079754601227,0.950632911392405
"28",0.635,0.462227912932138,0.460277427490542,0.524223602484472,0.575645756457565,0.456632653061224,0.738124238733252,0.916770186335404,0.361916771752837,0.887116564417178,0.951898734177215
"29",0.631875,0.451984635083227,0.461538461538462,0.520496894409938,0.579335793357934,0.456632653061224,0.733252131546894,0.919254658385093,0.360655737704918,0.874846625766871,0.945569620253165
"30",0.631875,0.451984635083227,0.44640605296343,0.521739130434783,0.599015990159902,0.443877551020408,0.740560292326431,0.906832298136646,0.360655737704918,0.880981595092025,0.950632911392405
"31",0.63125,0.458386683738796,0.442622950819672,0.522981366459627,0.587945879458795,0.448979591836735,0.739342265529842,0.901863354037267,0.351828499369483,0.884662576687117,0.958227848101266
"32",0.62825,0.458386683738796,0.432534678436318,0.518012422360248,0.589175891758918,0.447704081632653,0.736906211936663,0.900621118012422,0.349306431273644,0.882208588957055,0.951898734177215
"33",0.630625,0.446862996158771,0.443883984867591,0.515527950310559,0.584255842558426,0.448979591836735,0.745432399512789,0.914285714285714,0.354350567465322,0.879754601226994,0.956962025316456
"34",0.631125,0.453265044814341,0.440100882723834,0.518012422360248,0.587945879458795,0.443877551020408,0.7442143727162,0.911801242236025,0.354350567465322,0.885889570552147,0.955696202531646
"35",0.62925,0.445582586427657,0.44640605296343,0.51055900621118,0.584255842558426,0.447704081632653,0.749086479902558,0.908074534161491,0.343001261034048,0.880981595092025,0.960759493670886
"36",0.626,0.455825864276569,0.441361916771753,0.509316770186335,0.58179581795818,0.438775510204082,0.735688185140073,0.905590062111801,0.346784363177806,0.87239263803681,0.956962025316456
"37",0.624375,0.449423815620999,0.442622950819672,0.500621118012422,0.578105781057811,0.441326530612245,0.7442143727162,0.906832298136646,0.336696090794451,0.87239263803681,0.955696202531646
"38",0.62625,0.449423815620999,0.437578814627995,0.51304347826087,0.58179581795818,0.433673469387755,0.738124238733252,0.911801242236025,0.33921815889029,0.879754601226994,0.962025316455696
"39",0.625625,0.457106274007682,0.432534678436318,0.509316770186335,0.571955719557196,0.450255102040816,0.736906211936663,0.911801242236025,0.33921815889029,0.87239263803681,0.959493670886076
"40",0.62575,0.455825864276569,0.42875157629256,0.51304347826087,0.580565805658057,0.434948979591837,0.738124238733252,0.91304347826087,0.336696090794451,0.882208588957055,0.958227848101266
"41",0.629125,0.457106274007682,0.427490542244641,0.527950310559006,0.584255842558426,0.438775510204082,0.740560292326431,0.906832298136646,0.340479192938209,0.888343558282209,0.963291139240506
"42",0.627,0.440460947503201,0.427490542244641,0.515527950310559,0.584255842558426,0.442602040816327,0.7442143727162,0.908074534161491,0.346784363177806,0.883435582822086,0.960759493670886
"43",0.624625,0.440460947503201,0.426229508196721,0.518012422360248,0.58179581795818,0.438775510204082,0.739342265529842,0.906832298136646,0.335435056746532,0.882208588957055,0.960759493670886
"44",0.625,0.444302176696543,0.431273644388398,0.520496894409938,0.573185731857319,0.431122448979592,0.734470158343484,0.91304347826087,0.343001261034048,0.882208588957055,0.960759493670886
"45",0.627375,0.445582586427657,0.422446406052963,0.519254658385093,0.585485854858549,0.4375,0.738124238733252,0.909316770186335,0.346784363177806,0.887116564417178,0.965822784810127
"46",0.622875,0.440460947503201,0.417402269861286,0.511801242236025,0.571955719557196,0.427295918367347,0.741778319123021,0.908074534161491,0.344262295081967,0.882208588957055,0.967088607594937
"47",0.6235,0.441741357234315,0.426229508196721,0.508074534161491,0.580565805658057,0.419642857142857,0.745432399512789,0.901863354037267,0.344262295081967,0.888343558282209,0.962025316455696
"48",0.623625,0.439180537772087,0.419924337957125,0.515527950310559,0.578105781057811,0.423469387755102,0.74299634591961,0.904347826086957,0.349306431273644,0.883435582822086,0.963291139240506
"49",0.623375,0.441741357234315,0.41109709962169,0.505590062111801,0.591635916359164,0.42984693877551,0.736906211936663,0.906832298136646,0.344262295081967,0.885889570552147,0.963291139240506
"50",0.623125,0.444302176696543,0.407313997477932,0.506832298136646,0.589175891758918,0.423469387755102,0.738124238733252,0.906832298136646,0.353089533417402,0.878527607361963,0.967088607594937
"51",0.6245,0.435339308578745,0.417402269861286,0.506832298136646,0.586715867158672,0.428571428571429,0.736906211936663,0.91055900621118,0.351828499369483,0.888343558282209,0.965822784810127
"52",0.62425,0.436619718309859,0.416141235813367,0.508074534161491,0.579335793357934,0.424744897959184,0.735688185140073,0.918012422360248,0.358133669609079,0.883435582822086,0.965822784810127
"53",0.62275,0.432778489116517,0.407313997477932,0.505590062111801,0.591635916359164,0.42984693877551,0.728380024360536,0.911801242236025,0.358133669609079,0.880981595092025,0.964556962025316
"54",0.62175,0.422535211267606,0.404791929382093,0.508074534161491,0.590405904059041,0.427295918367347,0.730816077953715,0.91055900621118,0.35687263556116,0.883435582822086,0.965822784810127
"55",0.62225,0.428937259923175,0.407313997477932,0.500621118012422,0.586715867158672,0.431122448979592,0.734470158343484,0.908074534161491,0.358133669609079,0.884662576687117,0.965822784810127
"56",0.619875,0.430217669654289,0.407313997477932,0.498136645962733,0.576875768757688,0.420918367346939,0.735688185140073,0.91304347826087,0.350567465321564,0.883435582822086,0.965822784810127
"57",0.62375,0.434058898847631,0.417402269861286,0.508074534161491,0.583025830258303,0.420918367346939,0.740560292326431,0.909316770186335,0.350567465321564,0.89079754601227,0.965822784810127
