"danceability_mean","energy_mean","loudness_mean","speechiness_mean","acousticness_mean","instrumentalness_mean","liveness_mean","valence_mean","tempo_mean","danceability_median","energy_median","loudness_median","speechiness_median","acousticness_median","instrumentalness_median","liveness_median","valence_median","tempo_median","danceability_sd","energy_sd","loudness_sd","speechiness_sd","acousticness_sd","instrumentalness_sd","liveness_sd","valence_sd","tempo_sd","danceability_min","energy_min","loudness_min","speechiness_min","acousticness_min","instrumentalness_min","liveness_min","valence_min","tempo_min","danceability_max","energy_max","loudness_max","speechiness_max","acousticness_max","instrumentalness_max","liveness_max","valence_max","tempo_max"
0.566800065789474,0.641382758396491,-8.25896036842105,0.0846521122807018,0.31491006248,0.156049589221228,0.213552836052632,0.474068230973684,122.147837289474,0.58,0.685,-7.004,0.0489,0.169,4.16e-05,0.132,0.464,122.017,0.173542173602146,0.251529068802541,5.02933664504159,0.105732364436513,0.332522702305972,0.309554848385469,0.190377698974831,0.259261064383518,29.9781969200757,0,0,-49.531,0,0,0,0,0,0,0.985,1,4.532,0.965,0.996,1,1,0.995,243.372
